timestamp,close,return,cumulative
2021-01-01,1701.55,,100.0
2021-01-31,1612.51,-0.052328759072610254,94.76712409273898
2021-02-28,1606.86,-0.0035038542396637062,94.43507390320589
2021-03-31,1689.8,0.051616195561529965,99.3094531456613
2021-04-30,1766.36,0.04530713693928279,103.80888013869706
2021-05-31,1793.05,0.0151101700672569,105.37744997208426
2021-06-30,1860.41,0.03756727363988732,109.33619347065911
2021-07-31,1925.6,0.0350406630796436,113.16740618847521
2021-08-31,1975.24,0.025778977980889017,116.08474626076224
2021-09-30,1880.62,-0.04790303963062725,110.52393406012165
2021-10-31,1971.32,0.04822877561655203,115.85436807616585
2021-11-30,1882.55,-0.04503074082340763,110.63736005406835
2021-12-31,1965.65,0.04414225385779935,115.52114248773178
2022-01-31,1776.23,-0.09636507007859996,104.38893949634158
2022-02-28,1764.81,-0.0064293475507113396,103.71778672386942
2022-03-31,1786.11,0.012069287912013227,104.96958655343659
2022-04-30,1764.64,-0.012020536249167102,103.70779583321091
2022-05-31,1682.19,-0.04672341100734434,98.86221386383004
2022-06-30,1574.67,-0.06391668004208795,92.54326937204314
2022-07-31,1770.61,0.12443242076117533,104.05865240516002
2022-08-31,1652.65,-0.06662110797973564,97.12614968705007
2022-09-30,1439.09,-0.12976282306172382,84.52278631054288
2022-10-31,1574.67,0.09317656871196922,92.39832951693427
2022-11-30,1686.61,0.0700521644681329,98.87103249283528
2022-12-31,1700.56,0.006824263450582402,99.5457544661975
2023-01-31,1698.42,-0.0027051744126603827,99.27646583832656
2023-02-28,1780.33,0.04649379701327083,103.89220568920862
2023-03-31,1790.13,0.0033633293192689706,104.24162939064668
2023-04-30,1818.42,0.01366205340348059,105.66578409824751
2023-05-31,1802.63,-0.011027892444185006,104.50051319618157
2023-06-30,1816.74,0.005280112722423569,105.0522876854085
2023-07-31,1809.71,-0.0066192670847299295,104.35691853535691
2023-08-31,1736.43,-0.04324237413891652,99.84427762006658
2023-09-30,1700.59,-0.023591658268851456,97.48878554235364
2023-10-31,1620.04,-0.05031752361574637,92.58339127355583
2023-11-30,1728.45,0.06396649135461341,98.50562597103652
2023-12-31,1821.2,0.05070918492030074,103.50076597409179
2024-01-31,1856.53,0.01644768773368166,105.2031142530305
2024-02-29,1897.05,0.018874054574562482,107.18872357285613
2024-03-31,1943.33,0.021444162950415846,109.48729602759954
2024-04-30,1905.07,-0.022639464815277788,107.0085622414628
2024-05-31,1982.2,0.03753509184304704,111.02513845318853
2024-06-30,1953.52,-0.0172184705882914,109.11345537217132
2024-07-31,2010.67,0.026505184975506912,112.00552769012744
2024-08-31,1989.3,-0.013377996546865556,110.50711812745905
2024-09-30,1949.87,-0.022368381967004525,108.03525269911117
2024-10-31,1875.7,-0.040382963296122565,103.67246905467562
2024-11-30,1852.1,-0.014926499362761247,102.12500201139511
2024-12-31,1776.95,-0.042716831017574064,97.76254555780494
2025-01-31,1773.18,-0.004059164685027872,97.36571128535827
2025-02-28,1851.39,0.042169645429826375,101.47158880728466
2025-03-31,1667.25,-0.10119378425762815,91.20329474124155
2025-04-30,1655.82,,
2025-05-31,1786.87,,
